developer_id,name,country,founding_year,size,is_closed,continent
247,Adrian-Robert Baluta,USA,2006,indie,False,America
248,Adrien Pierret,France,1978,indie,False,Europe
249,Adrift Team,Poland,1994,indie,False,Europe
250,Adult4Fun,USA,2010,indie,False,America
251,Adventure Islands,France,2014,mid,False,Europe
252,Aegon Games,Germany,2003,indie,False,Europe
253,Aegon Games Ltd,USA,2012,indie,False,America
254,Aeneas Middleton,UK,2014,indie,False,Europe
255,Aerilon Studios,Australia,1981,indie,False,Oceania
256,Aesir Interactive,USA,1988,indie,False,America
257,Aestronauts,USA,1990,indie,False,America
258,Aeternum Game Studios S.L,USA,1975,indie,False,America
259,Affliction Networks LLC,Canada,2005,indie,False,America
260,Afil Games,USA,2020,mid,False,America
261,African boy Keita studio,Poland,1979,indie,False,Europe
262,Afterburn,Sweden,2015,indie,False,Europe
263,AgeOfGames,Russia,1987,indie,False,Europe
264,Aggroblakh,Germany,2016,indie,False,Europe
265,Agostta Games,USA,1984,indie,False,America
266,Ahmet Ünal TEKİN,USA,1994,indie,False,America
267,"Aidan ""AJ"" James Ramsey",Poland,1993,indie,False,Europe
268,Aidan Andrews,Japan,1994,indie,False,Asia
269,Aidan Barcia-Bacon,Australia,2007,indie,False,Oceania
270,Aidan Fushimi,Japan,2013,indie,True,Asia
271,Aiden Bradley,Japan,1995,indie,False,Asia
272,Aidil,USA,1989,indie,False,America
273,Aikio,Poland,2011,indie,False,Europe
274,Aineko Games,USA,2018,indie,False,America
275,Airem,Germany,1986,mid,False,Europe
276,Ais Kacang Studio,France,1992,indie,False,Europe
277,Ajay Arora Games,Germany,2015,indie,False,Europe
278,AjayMadeThis,Australia,2005,indie,False,Oceania
279,AkDang Games,UK,2017,indie,False,Europe
280,Akabaka,USA,2001,indie,False,America
281,Akamado Factory,USA,2000,indie,False,America
282,Akedo Studio,Germany,2004,indie,False,Europe
283,Akella,USA,1982,indie,False,America
284,Akeshy (Akakiy Petrushkin),UK,2007,indie,False,Europe
285,Akhir Pekan Studio,USA,2009,indie,False,America
286,Akira Kojima (studio APU),USA,2008,indie,False,America
287,Akiragoya,Russia,2015,indie,False,Europe
288,AkriGames,USA,1992,indie,False,America
289,Akselerasi Games Indonesia,Sweden,2003,indie,False,Europe
290,Akuu22a,Japan,1976,indie,False,Asia
291,AlPixel Games,France,1990,indie,False,Europe
292,Alain jaffrelot,UK,1975,indie,False,Europe
293,Alan,USA,1982,indie,False,America
294,Alan Bourhis,USA,1984,indie,False,America
295,Alan Buechner,Canada,2007,indie,False,America
296,Alan Guan,UK,2005,indie,False,Europe
297,Alan Hazelden,USA,2010,indie,False,America
298,Alan Zucconi,USA,2013,indie,False,America
299,Alan “AG” Gordon,Sweden,1979,indie,False,Europe
300,Alarming Ladder Studios,Russia,2001,indie,False,Europe
301,Alastair John Jack,Russia,1992,indie,False,Europe
302,Alastair Low,USA,1994,indie,False,America
303,Alastair Low - Art / Game Design,Germany,2017,indie,False,Europe
304,Alawar,USA,2009,mid,False,America
305,Alawar Casual,UK,2009,indie,False,Europe
306,Alawar Entertainment,Sweden,1987,mid,False,Europe
307,Albert Espín,USA,1999,indie,False,America
308,Albert Fernandez,Russia,1977,indie,False,Europe
309,Albert Stirner Games,Japan,1999,indie,False,Asia
310,Albin Bernhardsson,France,2016,indie,False,Europe
311,Alcedo Games,Japan,1977,indie,False,Asia
312,Alchemy Sheep,Australia,1996,indie,False,Oceania
313,AlchemyBlue,Sweden,2003,indie,False,Europe
314,Alda Games,Sweden,1975,indie,False,Europe
315,Alder Games,UK,2016,mid,False,Europe
316,Aldorlea,USA,1991,indie,False,America
317,Aldorlea Games,Canada,2016,mid,False,America
318,AleCubicSoft,UK,2018,mid,False,Europe
319,Alec Smith,UK,1995,indie,False,Europe
320,Alejandro Hervella,Sweden,2006,indie,False,Europe
321,Aleksander Ciesielski,USA,1979,indie,False,America
322,Aleksander Vargas,Canada,1993,mid,False,America
323,Aleksandr Eronin,Russia,2002,indie,False,Europe
324,Aleksandr Golovkin,Russia,2020,mid,False,Europe
325,Aleksandr Mironov,Japan,2019,indie,False,Asia
326,Aleksandr Serdiuk,USA,1995,indie,False,America
327,Aleksandr Serzhantov,USA,1998,indie,False,America
328,Alekse,USA,2001,indie,False,America
329,Aleksey,Russia,1985,mid,False,Europe
330,Alekzandar Voynikov,France,1999,indie,False,Europe
331,Aleph=Null,USA,2012,indie,False,America
332,Alessandro Guzzo,Japan,1991,indie,False,Asia
333,Alevys,France,2004,indie,False,Europe
334,Alex & Aigo,Canada,1985,indie,False,America
335,Alex Crafts Bits,Australia,2012,indie,False,Oceania
336,Alex Le Mesurier,Australia,2019,indie,False,Oceania
337,Alex Loman,Poland,1987,indie,False,Europe
338,Alex SK,Poland,1981,indie,False,Europe
339,Alex VR,Germany,2011,indie,False,Europe
340,Alex8778,Canada,1976,indie,False,America
341,AlexHoratio,France,1992,indie,True,Europe
342,AlexSantosWorks,Poland,2022,indie,False,Europe
343,Alexander Bodén,Sweden,2022,indie,False,Europe
344,Alexander Bogdanov,Sweden,1993,indie,False,Europe
345,Alexander Bruce,USA,1997,indie,False,America
346,Alexander Chow,USA,1991,indie,False,America
347,Alexander Clark,Canada,2017,indie,False,America
348,Alexander Lahti,USA,1981,indie,False,America
349,Alexander MacLeod,France,1994,indie,False,Europe
350,Alexander Mirgorod,USA,1998,indie,False,America
351,Alexander Perrin,USA,1993,indie,False,America
352,Alexander Tavintsev,UK,1987,indie,False,Europe
353,AlexandrandRoman,Germany,1998,indie,False,Europe
354,Alexandre Gilotte,Sweden,1985,indie,False,Europe
355,Alexandre Martins Pereira,Poland,2005,indie,False,Europe
356,Alexandrina Svitsyna,USA,1996,indie,False,America
357,Alexey Bokulev,Japan,1979,indie,False,Asia
358,Alexey Chernov,Australia,2018,indie,False,Oceania
359,Alexey Odnorog,Australia,2010,indie,False,Oceania
360,Alexey Vershinin,Russia,1975,indie,False,Europe
361,Alexis Dean-Jones,USA,1998,indie,False,America
362,Alexis LOPEZ,Canada,2012,indie,False,America
363,Alfa Bravo Inc,France,1998,indie,False,Europe
364,Alfa System,USA,1976,indie,False,America
365,Algoji,Australia,1995,indie,False,Oceania
366,Ali Eslami,USA,1979,indie,False,America
367,Ali Geris,Japan,2019,indie,False,Asia
368,Ali Kaan Duman,UK,1983,indie,True,Europe
369,Ali101 Game Studio,USA,2006,indie,False,America
370,Alice & Smith,USA,2009,indie,False,America
371,Alice Games,Japan,2017,indie,False,Asia
372,Alien Science,Canada,2009,indie,False,America
373,AlienStudio,Russia,1984,indie,False,Europe
374,"Alienkingdom Co., Ltd.",France,2006,indie,False,Europe
375,Aligned Games,Sweden,1992,indie,True,Europe
376,AlikArt,UK,2003,indie,False,Europe
377,AliveIn Tech Ltd.,USA,1998,indie,False,America
378,Alkame Games,Canada,2009,mid,False,America
379,Alkemi,France,1978,indie,False,Europe
380,All Seeing Eye Games,USA,1982,indie,False,America
381,All Those Moments,Poland,1980,indie,False,Europe
382,All Yes Good,France,2013,indie,False,Europe
383,All in! Games,USA,1996,indie,False,America
384,Alley Catz Games,USA,2011,indie,False,America
385,Allied Games Inc.,Poland,2010,indie,False,Europe
386,Alligator Pit,USA,1989,indie,False,America
387,Almaz,USA,2013,indie,True,America
388,Almost Games,Poland,1984,mid,False,Europe
389,Almost Joe,Germany,1986,indie,False,Europe
390,Alongini,Poland,1983,indie,True,Europe
391,Alpha Foundation,Russia,1990,indie,False,Europe
392,Alpha Wave Entertainment,USA,1991,indie,False,America
393,AlphaNuts,Russia,2008,indie,False,Europe
394,Alright Peaches Studio,USA,2003,mid,False,America
395,Alt Space Games,Japan,1981,indie,False,Asia
396,Altabestudio,USA,2014,indie,True,America
397,Altaire,Russia,2017,indie,False,Europe
398,Altered Orbit Studios,Japan,1976,indie,False,Asia
399,Alternate Fantasy Gaming,Japan,2000,indie,False,Asia
400,Alternative Software Ltd,USA,2020,mid,False,America
401,Aluba Studio,USA,1980,indie,False,America
402,AlyStudio,USA,1983,indie,False,America
403,Amagumo Horn,France,2010,indie,False,Europe
404,Amand.Apps,UK,2013,indie,False,Europe
405,Amanita Design,Japan,2013,indie,False,Asia
406,Amanotes,Russia,1982,indie,False,Europe
407,"Amaranth Games, LLC",France,2010,indie,False,Europe
408,Amaterasu Software,USA,2003,indie,False,America
409,Amayadori Development,UK,2004,indie,False,Europe
410,Amber Casper,Canada,1995,indie,False,America
411,Amber S. Fiddlemouth,France,1998,indie,False,Europe
412,Ambitious Games,Canada,2005,indie,False,America
413,Amegami,Poland,1980,indie,False,Europe
414,Amelia Barnett,Russia,1998,indie,False,Europe
415,Amelie Berthome,Germany,2012,indie,False,Europe
416,Amelon360,Germany,2017,indie,False,Europe
417,Amendment One Games,UK,2017,indie,False,Europe
418,Amethyst Ram Studios,Japan,2021,indie,False,Asia
419,Amfib.io,USA,1994,indie,False,America
420,Amigo VR Studio,Germany,1988,indie,False,Europe
421,Amilton Neves,Japan,1981,indie,False,Asia
422,Amin Adukov,Germany,1982,indie,False,Europe
423,AmmashDev,Germany,2002,indie,False,Europe
424,Ammobox Studios,Australia,2014,indie,False,Oceania
425,Ammonite Design Studios Ltd,France,1976,mid,False,Europe
426,Amonesus Games,France,2019,indie,False,Europe
427,Among Giants,USA,2019,indie,False,America
428,Amped Horizon,Sweden,1997,indie,True,Europe
429,Amrita,Poland,2011,indie,False,Europe
430,Amrita Studio,USA,2022,indie,False,America
431,Amusitronix,USA,2022,indie,False,America
432,Amy Li,UK,2004,indie,False,Europe
433,Amy Nounou,UK,2021,indie,False,Europe
434,An Arachnophobe,Australia,2013,indie,False,Oceania
435,An Occasional Gamer,USA,1985,indie,False,America
436,An Otter Game Studio,USA,1980,indie,False,America
437,Anamik Majumdar,France,2006,aaa,False,Europe
438,Anarchy Interactive,UK,1988,indie,False,Europe
439,Anatoliy Loginovskikh,USA,2002,mid,False,America
440,Anawiki Games,Canada,2012,indie,False,America
441,Anaximanes Entertainment,France,1977,indie,False,Europe
442,Ancho,Australia,1978,indie,True,Oceania
443,Ancient Games DS,UK,1988,indie,False,Europe
444,Ancient Most High Games,Russia,1993,indie,False,Europe
445,Anden Studios,USA,2022,indie,False,America
446,AnderShi,USA,2009,indie,False,America
447,Andiks LTD.,Japan,2017,indie,False,Asia
448,Andonis Gaja,USA,2022,indie,True,America
449,Andras Beck,USA,1979,indie,False,America
450,Andrea Puglisi,Germany,2011,indie,False,Europe
451,Andreas Aust,France,1993,indie,False,Europe
452,Andreas Carlson,USA,1995,indie,False,America
453,Andreas Deters,Australia,2004,indie,False,Oceania
454,Andreas Gullberg Larsen,Sweden,1980,indie,False,Europe
455,Andrei Uvarov,USA,2002,indie,False,America
456,Andrew Connelly,Germany,2000,mid,False,Europe
457,Andrew Dowsett,Russia,1989,indie,False,Europe
458,Andrew Drumov,USA,2007,indie,False,America
459,Andrew French,Germany,1987,indie,False,Europe
460,Andrew Gardner,UK,2021,indie,False,Europe
461,Andrew Molina,France,1984,indie,False,Europe
462,Andrew Moran,USA,1987,indie,False,America
463,Andrew Piper,USA,2016,indie,False,America
464,Andrew Rodenhiser,Australia,2015,indie,False,Oceania
465,Andrew Rowe,Russia,2012,indie,False,Europe
466,Andrew Rybis,Sweden,2011,indie,False,Europe
467,Andrew Spalato,Australia,1995,indie,False,Oceania
468,Andrew Willman,France,1984,indie,False,Europe
469,Andrew Yip,Japan,2015,indie,False,Asia
470,Andrey Chegodaev,USA,1978,indie,False,America
471,Andrianov Kirill Viktorovich,USA,2004,indie,False,America
472,Andromede Studio,USA,1993,indie,False,America
473,András Nemes,Poland,1980,indie,False,Europe
474,André Facchinetti,Japan,2004,indie,False,Asia
475,André Reis,Australia,2022,indie,False,Oceania
476,Andy DiLallo,Japan,2011,indie,False,Asia
477,Andy Jurko,UK,2005,mid,False,Europe
478,Andy Schmitt,Australia,2003,indie,False,Oceania
479,Andy Schneider,Sweden,1996,indie,False,Europe
480,Ange Ruiz,USA,2016,indie,False,America
481,Angel Matrix,USA,2003,indie,False,America
482,Angel Torres,Germany,2014,indie,False,Europe
483,Angel Ñeco aka. NecoPlanet,UK,1993,indie,False,Europe
484,Angela Prager,Russia,2018,indie,False,Europe
485,Angelique Cooper,Russia,2016,indie,False,Europe
486,Angels Blue Digital Entertainment,UK,2010,indie,False,Europe
487,Angry Avocado,USA,2021,indie,False,America
488,Angry Demon Studio,Australia,2013,indie,False,Oceania
489,Angry Pixel,UK,2012,indie,False,Europe
490,Angry games,Sweden,1994,mid,False,Europe
491,Animal Mouth,Canada,2000,indie,False,America
492,Animal parkour,Canada,1980,indie,False,America
493,Animas Games,UK,1996,mid,False,Europe
494,Animation Elevated,Canada,2022,indie,False,America
495,Animation Logic Ltd,Sweden,1980,indie,False,Europe
496,Anime Works,Japan,1998,indie,True,Asia
497,Anime fashion show,UK,1988,indie,False,Europe
498,AnimeBomb,Russia,1987,indie,False,Europe
499,Animu Game,USA,1979,indie,False,America
500,Animyst Games,Russia,2007,indie,False,Europe
501,Ankake Spa,Poland,2008,indie,True,Europe
502,Ankama Studio,UK,2014,indie,False,Europe
503,Ankoya,UK,1985,indie,False,Europe
504,Anmol Virk,Canada,2014,indie,False,America
505,AnnaSeries,USA,2003,indie,True,America
506,AnomalyGuys,UK,2021,indie,False,Europe
507,Anoman Studio,Japan,1993,indie,False,Asia
508,Anonymous Games,Russia,1989,indie,False,Europe
509,Anorak On A Girl,UK,2005,indie,False,Europe
510,Another Kind of Blue,USA,2018,indie,False,America
511,Another Planet,Australia,2004,indie,False,Oceania
512,Another Reality,Russia,2007,indie,False,Europe
513,Another Slime Studio,Australia,1987,indie,False,Oceania
514,AnotherIndieGameDev,USA,1991,indie,False,America
515,Anothy,Japan,1998,indie,False,Asia
516,Anqa Game,USA,2008,indie,False,America
517,AnretanDEV,USA,1985,indie,False,America
518,Anselmo Noriega,Sweden,1984,indie,False,Europe
519,Antares Studio,USA,1989,indie,False,America
520,Anthony Polidura,Sweden,1976,indie,False,Europe
521,Anthony Rietkerk,UK,1998,indie,False,Europe
522,Anthony Septim,Australia,1998,indie,False,Oceania
523,Anthony Umemoto,UK,1981,indie,False,Europe
524,Antispace Studios,France,1984,indie,False,Europe
525,Antizero company,USA,2005,indie,False,America
526,Antoine Bilodeau,USA,2020,indie,False,America
527,Anton Shatalov,France,1980,indie,True,Europe
528,Antonio Clavaín,USA,1984,indie,False,America
529,AntonyStiv,Canada,2008,indie,False,America
530,Anura Bless,Russia,1990,indie,False,Europe
531,Anvate Games,USA,2001,indie,False,America
532,Any Button,France,1979,indie,False,Europe
533,AnythingGames,Sweden,2013,indie,False,Europe
534,Apar Games,France,2011,indie,False,Europe
535,ApeHardware,USA,2002,mid,True,America
536,Aperico Software,UK,2011,indie,False,Europe
537,Apexchimps,France,1980,indie,False,Europe
538,AploveStudio,UK,2008,indie,False,Europe
539,ApocVerse,Russia,2007,indie,False,Europe
540,Apollo Games Lab,UK,2005,indie,True,Europe
541,Apoptosis Games,UK,1998,indie,False,Europe
542,Appa's Papas,USA,1979,indie,False,America
543,Appeal Studio,Canada,2015,indie,False,America
544,Appeal Studios,Germany,1996,indie,False,Europe
545,Applava,UK,1996,indie,False,Europe
546,Apple Tart,USA,2018,indie,False,America
547,Appnori Inc.,Canada,2015,indie,False,America
548,Appvator Interactive,USA,2020,indie,False,America
549,Appy Monkeys Software Pvt. Ltd.,Japan,1993,indie,False,Asia
550,Apricot Heart,Russia,1977,indie,False,Europe
551,Apseren,UK,2000,indie,False,Europe
552,Apskeppet,Germany,1991,indie,True,Europe
553,Aqua Siren,France,1993,indie,False,Europe
