publisher_id,name,country,founding_year,size,is_closed,continent
116,A:TroY,Sweden,2015,indie,False,Europe
117,AAD Productions,USA,1983,mid,False,America
118,AB SOFT,Japan,2020,indie,False,Asia
119,ACG creator,USA,1977,mid,False,America
120,ACQUIRE Corp.,France,1992,mid,False,Europe
121,AC_GameDev,France,2022,mid,False,Europe
122,ACreativeGame Studio,Russia,2010,indie,False,Europe
123,ADVANCETec,USA,2014,indie,False,America
124,AEL Entertainment,USA,1986,indie,False,America
125,AFBIK Studio,Poland,1996,indie,False,Europe
126,AGO Games,Japan,2016,indie,True,Asia
127,AGT - Almost Game Things,Sweden,2015,indie,False,Europe
128,AGaming+,UK,1999,indie,True,Europe
129,AHui.Game,Germany,1986,indie,False,Europe
130,AIKUN,Poland,1991,indie,True,Europe
131,AIO_Games,Russia,1994,indie,False,Europe
132,AITSYS,USA,2000,indie,False,America
133,AIXLAB,France,1996,indie,True,Europe
134,AK Studio,Germany,1991,indie,False,Europe
135,AKM Games,France,2021,indie,False,Europe
136,ALFINA WORLD GAME PUBLISHING,UK,2000,indie,False,Europe
137,ALICE IN DISSONANCE,USA,1977,indie,False,America
138,ALIEN studio,UK,2015,indie,False,Europe
139,ALOOF PROJECT,Japan,1983,indie,False,Asia
140,ALPHY,Germany,2008,mid,False,Europe
141,AMC Games,Japan,2021,indie,False,Asia
142,AMG GAMES,UK,2019,mid,False,Europe
143,AMICUM,Australia,2014,indie,False,Oceania
144,AMMC Games,USA,1999,indie,False,America
145,"AN GAMES Co.,Ltd",USA,2016,indie,False,America
146,ANAGRAM,Sweden,2012,indie,True,Europe
147,ANEMONA GAMES,USA,1981,indie,False,America
148,ANFWorks,Poland,2010,indie,False,Europe
149,"ANIEDU Co., Ltd.",Sweden,2005,indie,False,Europe
150,ANPA.US,USA,2003,aaa,False,America
151,AO Games,USA,2011,indie,False,America
152,APGames,USA,1976,indie,False,America
153,APOGAMES,USA,2021,indie,False,America
154,ARANJA STUDIO,Poland,2008,indie,False,Europe
155,ARCH Jerusalem,Australia,1995,indie,False,Oceania
156,ARCSTONE GAMES,Germany,2020,indie,False,Europe
157,ARES Inc.,UK,2012,mid,False,Europe
158,ART2.team,USA,2004,indie,False,America
159,ARTE France,Canada,1998,mid,False,America
160,ARTWARE Multimedia,Japan,2010,indie,False,Asia
161,ASOBI,UK,1980,indie,False,Europe
162,ATOMIC AGE CULTURE,UK,1988,indie,False,Europe
163,AURORA STUDIO,Poland,1996,indie,False,Europe
164,AVAKE,USA,2021,indie,False,America
165,AWS,USA,2010,indie,False,America
166,AXR-STUDIOS,Japan,2008,indie,False,Asia
167,Aarjvark,France,2022,indie,False,Europe
168,Aaron Cochrane,Poland,1996,indie,False,Europe
169,Aaron Dodo,France,2012,mid,False,Europe
170,Aaron Kunkle,UK,2017,indie,False,Europe
171,Aaron Steed,Germany,1986,indie,False,Europe
172,Abbey Games,USA,1985,indie,False,America
173,Abdulrahman Alshahrani,Sweden,1982,indie,False,Europe
174,Abiding Bridge,USA,1998,indie,False,America
175,Abii Studio Ltd.,Japan,2007,indie,False,Asia
176,Abnormal Software,Japan,2021,indie,False,Asia
177,Abolish,Australia,2002,indie,False,Oceania
178,Abomination Games,UK,2006,indie,False,Europe
179,AboveTuna,France,2000,indie,False,Europe
180,Absolutely Cookage,Russia,1989,indie,False,Europe
181,Absorb Reality,USA,1992,indie,False,America
182,Absorbed Studios,Poland,2005,indie,False,Europe
183,AbstrCAT,USA,1997,indie,False,America
184,Abstract Dream Games,USA,2005,indie,False,America
185,Abstract Software Inc.,UK,2020,indie,False,Europe
186,Abstract Void Interactive,France,2007,indie,False,Europe
187,AbstractArt,Japan,2009,mid,False,Asia
188,Abstractron,Australia,1980,indie,False,Oceania
189,AbsurdPoncho,USA,2015,indie,False,America
190,Abyid Studio,Germany,2018,indie,False,Europe
191,Abylight Studios,Sweden,2002,mid,False,Europe
192,Abyscon,Russia,2022,mid,False,Europe
193,Abyss,Russia,2014,indie,False,Europe
194,Abyssal Studios,USA,1989,indie,False,America
195,Accelerate Games,UK,1995,mid,False,Europe
196,Accenthd,UK,2016,indie,False,Europe
197,Accessed None,Sweden,2014,indie,False,Europe
198,Ace X Game Studio,Germany,2002,indie,False,Europe
199,Acetate123,Canada,1978,indie,False,America
200,Achisoft,USA,2022,indie,False,America
201,Achpile,USA,1982,mid,False,America
202,Acke Hallgren,USA,1977,indie,False,America
203,"Acme Nerd Games, LLC",Canada,2011,indie,False,America
204,Acram Digital,France,1986,indie,False,Europe
205,Active Games,USA,2008,indie,False,America
206,Active Up Games,Germany,2022,indie,False,Europe
207,Activision,Russia,2013,aaa,False,Europe
208,Activision Value Inc.,UK,2010,indie,True,Europe
209,Actual Nerds,France,1991,indie,False,Europe
210,Actuator Games LLC,Canada,1980,indie,False,America
211,AdTechGames,Sweden,1977,indie,False,Europe
212,Adage Games,Russia,1987,indie,False,Europe
213,Adam Avramov,Germany,1979,indie,False,Europe
214,Adam Bradley,UK,1989,mid,False,Europe
215,Adam Creations,USA,2008,indie,False,America
216,Adam DeLease,Australia,2006,indie,False,Oceania
217,Adam Edwards,UK,1991,indie,False,Europe
218,Adam Horvath,Sweden,1997,indie,False,Europe
219,Adam Mowery,USA,2000,indie,True,America
220,Adam Sklar,Sweden,2006,indie,False,Europe
221,Adam Soutar,Sweden,2000,indie,False,Europe
222,Adam Stępiński,USA,1983,mid,True,America
223,Adamvision Studios,UK,1988,mid,False,Europe
224,Addictive 247 Games,Canada,1994,indie,False,America
225,Adelante LTD,USA,2013,indie,False,America
226,Adem Kaya,Canada,1997,indie,False,America
227,Admia,Canada,2018,indie,False,America
228,Adriaan de Jongh,Japan,2022,indie,True,Asia
229,Adrien Pierret,Australia,1997,indie,False,Oceania
230,Adult4Fun,Canada,2016,indie,False,America
231,Advanced Interactive Gaming,USA,1990,indie,False,America
232,Adventure Group,Canada,2004,indie,False,America
233,Adventure Islands,UK,1983,mid,False,Europe
234,Adventurepro Games LLC,USA,1986,indie,False,America
235,Adventuresity,USA,2013,indie,False,America
236,Aegon Games,Japan,2007,indie,False,Asia
237,Aegon Games Ltd,Russia,1975,indie,False,Europe
238,Aerilon Studios,France,1976,indie,False,Europe
239,AeroSoft GmbH,Poland,1980,indie,False,Europe
240,Aerosoft GmbH,Sweden,2019,mid,False,Europe
241,Aestronauts,USA,2007,indie,False,America
242,Aeternum Game Studios S.L,Japan,1998,indie,False,Asia
243,Affinity Studios LLC,Germany,2019,indie,False,Europe
244,Afil Games,USA,1994,mid,False,America
245,African boy Keita studio,USA,1988,indie,False,America
246,Afterburn,Japan,1992,indie,False,Asia
247,Age of Fear,USA,2018,indie,False,America
248,AgeOfGames,Japan,2016,indie,False,Asia
249,Agent Emerson LLC,Germany,1992,indie,False,Europe
250,Aggroblakh,Japan,1999,indie,False,Asia
251,Agostta Games,Germany,1977,indie,False,Europe
252,Ahlman Game Studio,UK,1994,indie,False,Europe
253,Ahlman Games,USA,2020,mid,False,America
254,"Aidan ""AJ""James Ramsey",Poland,1989,indie,False,Europe
255,Aidan Andrews,Japan,2005,indie,False,Asia
256,Aiden Bradley,USA,2001,indie,False,America
257,Aidil,USA,1984,indie,False,America
258,Aikio,Poland,1992,indie,False,Europe
259,Aineko Games,Poland,1978,indie,False,Europe
260,Airem,Australia,2019,mid,False,Oceania
261,Ajay Arora,Poland,1997,indie,False,Europe
262,Ajay Arora Games,Germany,2004,indie,False,Europe
263,AkDang Games,USA,1978,indie,False,America
264,Akasha Apostles,Australia,2016,indie,False,Oceania
265,Akedo Studio,Japan,1989,indie,False,Asia
266,Akella,France,1991,mid,False,Europe
267,Akhir Pekan Studio,USA,2017,indie,False,America
268,AkriGames,Germany,1983,indie,False,Europe
269,Akselerasi Games Indonesia,Australia,2004,indie,False,Oceania
270,Aksys Games,UK,1991,mid,False,Europe
271,Akupara Games,UK,2016,mid,False,Europe
272,Alan,France,1994,indie,False,Europe
273,Alan Guan,Germany,2016,indie,False,Europe
274,Alarming Ladder Studios,USA,2017,indie,False,America
275,Alawar,USA,1984,indie,False,America
276,Alawar Casual,Australia,1997,mid,False,Oceania
277,Albert Espín,Poland,2018,indie,False,Europe
278,Albert Stirner Games,Russia,1997,indie,False,Europe
279,Albin Bernhardsson,Germany,2006,indie,False,Europe
280,Alcedo Games,Japan,2016,mid,False,Asia
281,Alda Games,USA,2008,indie,False,America
282,Alder Games,USA,2015,indie,False,America
283,Aldorlea,USA,1985,indie,False,America
284,Aldorlea Games,Russia,2016,mid,False,Europe
285,Alejandro Hervella,France,2003,indie,True,Europe
286,Aleksander Ciesielski,USA,1981,indie,False,America
287,Aleksander Vargas,Russia,2003,indie,False,Europe
288,Aleksandr Golovkin,USA,2021,indie,False,America
289,Aleksandr Mironov,France,2006,indie,False,Europe
290,Aleksandr Serdiuk,Russia,2019,indie,False,Europe
291,Aleksandr Serzhantov,USA,2010,indie,False,America
292,Alekse,UK,1996,indie,False,Europe
293,AlekseyN,Japan,1988,mid,False,Asia
294,Aleph=Null,USA,2020,indie,False,America
295,Alessandro Guzzo,USA,2004,indie,True,America
296,Alevys,France,1999,indie,False,Europe
297,Alex Crafts Bits,USA,1997,indie,False,America
298,Alex Le Mesurier,USA,1977,indie,False,America
299,Alex Loman,Japan,1977,indie,False,Asia
300,Alex SK,Japan,2016,indie,False,Asia
301,Alex VR,USA,2009,indie,False,America
302,Alex8778,Germany,2008,indie,False,Europe
303,AlexHoratio,Canada,2000,indie,False,America
304,AlexSantosWorks,USA,2022,indie,False,America
305,Alexander Bodén,Germany,1990,indie,False,Europe
306,Alexander Bogdanov,Russia,2012,indie,False,Europe
307,Alexander Kudryavy,UK,1990,indie,False,Europe
308,Alexander MacLeod,USA,2002,indie,False,America
309,Alexander Tavintsev,USA,2018,indie,False,America
310,AlexandrandRoman,Canada,2013,indie,False,America
311,Alexandre Martins Pereira,Japan,2004,indie,False,Asia
312,Alexey Chernov,Germany,1988,indie,False,Europe
313,Alexey Vershinin,USA,1988,indie,False,America
314,Alfa Bravo Inc,UK,1981,indie,False,Europe
315,Algoji,France,1979,indie,False,Europe
316,AlgumaCoisa Studio,USA,2004,indie,False,America
317,Ali,UK,2006,indie,False,Europe
318,Ali Kaan Duman,Australia,1989,indie,False,Oceania
319,Ali101 Game Studio,Poland,1989,indie,False,Europe
320,Alice & Smith,Canada,2021,indie,False,America
321,Alice Games,Japan,1979,indie,False,Asia
322,Alice Publication,USA,1976,indie,False,America
323,Alien  Science,Russia,2017,indie,True,Europe
324,AlienStudio,USA,2004,indie,False,America
325,Aligned Games,USA,1998,indie,False,America
326,AlikArt,Japan,1998,indie,False,Asia
327,AliveIn Tech Ltd.,USA,1976,indie,False,America
328,Alkame Games,Australia,1996,mid,False,Oceania
329,All Seeing Eye Games,Australia,2001,indie,False,Oceania
330,All Yes Good,Canada,2012,indie,False,America
331,All in! Games,Canada,1979,indie,False,America
332,Alley Catz Games,Japan,2008,indie,False,Asia
333,Allied Games Inc.,Sweden,1981,indie,False,Europe
334,Almost Games,USA,1983,mid,False,America
335,Alongini,Russia,1985,indie,False,Europe
336,Alpha Foundation,France,1985,indie,False,Europe
337,AlphaNuts,USA,1999,indie,False,America
338,Alright Peaches Studio,USA,2006,mid,False,America
339,Also Flgaming,Germany,1984,indie,False,Europe
340,Alt Space Games,Poland,1994,indie,False,Europe
341,Altabestudio,Russia,1995,indie,False,Europe
342,Altaire,USA,2015,indie,False,America
343,Altered Orbit Studios,Sweden,2019,indie,False,Europe
344,Alternate Fantasy Gaming,UK,1995,indie,False,Europe
345,Alternative Software Ltd,Sweden,1982,mid,False,Europe
346,AlyStudio,Russia,2019,indie,False,Europe
347,Amagumo Horn,Poland,2019,indie,False,Europe
348,Amand.Apps,USA,2003,indie,False,America
349,Amanita Design,Australia,2018,indie,False,Oceania
350,AmanotesJSC,USA,2010,indie,False,America
351,Amaterasu Software,France,1981,indie,False,Europe
352,Amayadori Development,USA,2021,indie,False,America
353,Ambitious Games,UK,1981,indie,False,Europe
354,Amelon360,Sweden,2006,indie,False,Europe
355,Amendment One Games,USA,2017,indie,False,America
356,Amethyst Ram Studios,USA,1979,indie,False,America
357,Amfib.io,Germany,1987,indie,False,Europe
358,Amigo VR Studio,USA,1978,indie,False,America
359,Amin Adukov,USA,2003,indie,False,America
360,AmmashDev,USA,1999,indie,True,America
361,Ammobox Studios,USA,2005,indie,False,America
362,Ammonite Design Studios Ltd,UK,1993,mid,False,Europe
363,Amonesus Games,Japan,2021,indie,False,Asia
364,Amped Horizon,Australia,2017,indie,False,Oceania
365,Amrita,Japan,2009,indie,False,Asia
366,Amrita Studio,Japan,1984,indie,False,Asia
367,Amusitronix,UK,2005,indie,False,Europe
368,Amy Nounou,Japan,1979,indie,False,Asia
369,An Arachnophobe,USA,1981,indie,False,America
370,An Occasional Gamer,USA,2009,indie,False,America
371,Analgesic Productions,Japan,2010,indie,True,Asia
372,Anamik Majumdar,USA,2007,aaa,False,America
373,Anarchy Interactive,Germany,1977,indie,False,Europe
374,AnatolianOrg,Poland,1985,indie,False,Europe
375,Anatoliy Loginovskikh,USA,1996,mid,False,America
376,Anaximanes Entertainment,USA,2002,indie,False,America
377,Ancho,USA,2014,indie,False,America
378,Anchor Reality,USA,2020,indie,False,America
379,Ancient Games DS,Russia,2013,indie,False,Europe
380,Ancient Most High Games,UK,1991,indie,False,Europe
381,Anden Studios,Germany,2011,indie,False,Europe
382,AnderShi,Russia,2016,indie,True,Europe
383,Andiks LTD.,USA,1996,indie,False,America
384,Andonis Gaja,Australia,2020,indie,False,Oceania
385,Andreas Aust,Japan,1978,indie,False,Asia
386,Andrew Connelly,USA,1998,mid,False,America
387,Andrew French,USA,2000,indie,False,America
388,Andrew Gardner,USA,2000,indie,False,America
389,Andrew Molina,USA,1992,indie,False,America
390,Andrew Rodenhiser,Australia,1990,indie,False,Oceania
391,Andrew Rowe,USA,2000,indie,False,America
392,Andrew Willman,Russia,1996,indie,False,Europe
393,Andrew Yip,UK,1975,indie,False,Europe
394,Andrey Chegodaev,USA,2011,indie,False,America
395,Andrianov Kirill Viktorovich,Russia,2010,indie,False,Europe
396,Andromede Studio,Japan,1992,indie,False,Asia
397,Andrés Calva,USA,2013,indie,False,America
398,Andy Jurko,Russia,1998,mid,False,Europe
399,AnelaGamesStudio,Russia,1994,mid,False,Europe
400,Angel And Demons,Poland,2015,mid,False,Europe
401,Angel Star Studios,UK,2003,mid,False,Europe
402,Angel Torres,Russia,1980,indie,False,Europe
403,Angel Ñeco aka. NecoPlanet,UK,1991,indie,False,Europe
404,Angels Vs Demons,USA,2019,mid,False,America
405,Angry Demon Studio,USA,1985,indie,False,America
406,Angry Pixel,UK,1980,indie,False,Europe
407,Animal Mouth,Germany,1987,indie,False,Europe
408,Animal parkour,UK,2007,indie,False,Europe
409,Animas Games,Germany,2005,mid,False,Europe
410,AnimatBox,USA,1989,indie,False,America
411,Animation Elevated,Russia,2013,indie,False,Europe
412,Animation Logic Ltd,Japan,2006,indie,False,Asia
413,Anime Works,Japan,1976,indie,False,Asia
414,Anime fashion show,UK,2007,indie,False,Europe
415,AnimeBomb,USA,2011,indie,False,America
416,Animec,USA,2019,indie,False,America
417,Animu Game,UK,2000,indie,False,Europe
418,Animyst Games,Russia,2015,indie,False,Europe
419,Ankama Games,Germany,1988,indie,False,Europe
420,Ankoya,UK,1991,indie,False,Europe
421,Anmol Virk,Germany,2000,indie,False,Europe
422,AnnaSeries,Poland,2002,indie,False,Europe
423,Annapurna Interactive,USA,1992,mid,False,America
424,AnomalyGuys,UK,2016,indie,False,Europe
425,Anoman Studio,Sweden,2020,indie,False,Europe
426,Anonymous Games,France,1989,indie,False,Europe
427,Anorak On A Girl,France,2005,indie,False,Europe
428,Another Indie,USA,1989,indie,False,America
429,Another Kind of Blue,Germany,2001,indie,False,Europe
430,Another Planet,Canada,2003,indie,False,America
431,Another Reality,Russia,2006,indie,False,Europe
432,Another Slime Studio,USA,1996,indie,False,America
433,AnotherIndieGameDev,USA,2009,indie,False,America
434,Anothy,Germany,1977,indie,False,Europe
435,Anqa Game,Canada,2003,indie,False,America
436,AnretanDEV,USA,1982,indie,False,America
437,Anshar Publishing,Australia,1999,indie,True,Oceania
438,AntHillPlan,UK,1993,indie,False,Europe
439,Antares Studio,USA,2013,indie,False,America
440,Anthopper Development,Germany,1998,indie,False,Europe
441,Antispace Studios,Canada,1994,indie,False,America
442,Antizero company,UK,1982,indie,False,Europe
443,Antoine Bilodeau,USA,2011,indie,False,America
444,Anton Shatalov,UK,2003,indie,False,Europe
445,AntonyStiv,Canada,1997,indie,False,America
446,Anvate Games,Japan,2007,indie,False,Asia
447,Any Button,Japan,1985,indie,False,Asia
448,AnythingGames,Germany,1993,indie,False,Europe
449,Apartment 18 Productions,USA,2018,indie,True,America
450,ApeHardware,USA,1975,mid,False,America
451,Aperico Software,USA,2018,indie,False,America
452,Apexchimps,Poland,2022,indie,False,Europe
453,AploveStudio,Poland,1999,indie,False,Europe
454,ApocVerse,Canada,1986,indie,False,America
455,Apogee Entertainment,Australia,2020,mid,False,Oceania
456,Apollo Games Lab,USA,2008,indie,False,America
457,Apoptosis Games,UK,2010,indie,False,Europe
458,App Business Ventures LLC,France,2003,indie,False,Europe
459,"App Factory Haruni Co.,Ltd.",Sweden,2003,indie,False,Europe
460,Appa's Papas,Japan,2016,indie,False,Asia
461,Appila Oy,Germany,2001,indie,False,Europe
462,Applava,USA,2004,indie,False,America
463,Apple Tart,Sweden,2003,indie,False,Europe
464,Application Systems Heidelberg,Russia,1978,indie,False,Europe
465,Appnori Inc.,Russia,1997,indie,False,Europe
466,Appvator Interactive,Germany,2001,indie,False,Europe
467,Appy Monkeys Software Pvt. Ltd.,France,1977,indie,False,Europe
468,Apseren,Australia,2016,indie,False,Oceania
469,Apskeppet,USA,1985,indie,False,America
470,Aqua Siren,Canada,1990,indie,False,America
471,AquaBomber,USA,2014,indie,False,America
472,Aquatic Games,USA,1992,indie,False,America
473,Aquatik Studios,Russia,2020,indie,False,Europe
474,Aquila Industrial,Poland,1999,indie,False,Europe
475,Aqviterra studio,Australia,2020,indie,False,Oceania
476,Arafkan Studio,Sweden,2000,indie,False,Europe
477,Aranyhal Studio,France,1987,indie,False,Europe
478,Araplay,Germany,2000,indie,False,Europe
479,Arboreta Games,USA,1994,indie,False,America
480,Arc System Works,Japan,1990,mid,False,Asia
481,Arcade Distillery,Poland,1977,indie,False,Europe
482,Arcade Injection,Poland,1991,indie,False,Europe
483,Arcadie & Utopie,Sweden,2010,indie,False,Europe
484,"Arcen Games, LLC",Germany,1996,mid,False,Europe
485,ArchZoDo,USA,2012,indie,False,America
486,ArchaeologyGames,Russia,2008,indie,False,Europe
487,Archangel Softworks,USA,1998,indie,False,America
488,Archmage Games,UK,1984,indie,False,Europe
489,Archmage Games Studio,USA,1990,indie,False,America
490,Archor Games,UK,1994,aaa,False,Europe
491,Arclight Inc,UK,1976,indie,False,Europe
492,Arcsteel Games,Poland,2002,indie,False,Europe
493,Arctic Apes,France,2003,indie,False,Europe
494,Arctic Arcade,USA,1986,indie,True,America
495,Arcupion Art,Canada,1983,indie,False,America
496,Are Dogs Real? Games,USA,1979,indie,False,America
497,Are you fruits?,USA,1980,indie,False,America
498,Area 1,Canada,1995,indie,False,America
499,Area VR,Australia,1988,indie,False,Oceania
500,ArenaDev,Russia,2017,indie,False,Europe
501,Areo Gaming,Poland,2011,indie,False,Europe
502,Argent Games,Japan,2008,indie,False,Asia
503,"Argomedia, Associazione S.Benedetto",Poland,2019,indie,False,Europe
504,Ariel Spry,Russia,1994,indie,False,Europe
505,Arif Games,Russia,1986,indie,False,Europe
506,Arik Games,USA,2017,indie,False,America
507,Ark1nai,UK,1982,indie,False,Europe
508,ArkheTech Games,USA,1986,indie,False,America
509,Arkhouse Telegnosis,Japan,2005,indie,True,Asia
510,Armor Games Studios,UK,2019,indie,True,Europe
511,Arnaud Millot,Germany,1994,indie,False,Europe
512,Arno van Zyl,USA,1976,indie,False,America
513,Arrowiz,USA,2020,indie,False,America
514,Ars Goetia,USA,2021,indie,False,America
515,ArsolidGames,UK,1998,indie,False,Europe
516,Art Games Studio S.A.,USA,1992,mid,False,America
517,Art Games Thesis,France,2017,indie,False,Europe
518,Art of Imperfect Games,USA,1992,indie,False,America
519,Artax Games,USA,2004,mid,False,America
520,Artem Lavrenyuk,Canada,1981,indie,False,America
521,"Artemoose Games, LLC",UK,2018,indie,False,Europe
522,Artery Games,USA,1985,indie,False,America
523,Artflux_Games,USA,2021,indie,False,America
524,Artfx School of Digital Arts,Japan,1996,indie,False,Asia
525,Artifex Mundi,Germany,1987,aaa,False,Europe
526,Artificer Creator,Germany,1998,indie,False,Europe
527,Artisiti,Japan,1990,indie,False,Asia
528,Artisoft,USA,2009,indie,False,America
529,Artix Entertainment,USA,1978,indie,False,America
530,"Artix Entertainment, LLC",Poland,1996,indie,False,Europe
531,Artur Rezende,Germany,1989,mid,False,Europe
532,Arutaka,Japan,1992,indie,False,Asia
533,Arvus Games,Germany,2007,indie,False,Europe
534,As-key,France,2004,indie,True,Europe
535,Ascension Interactive Media,UK,2021,indie,False,Europe
536,Ascent Gaming Studios,Japan,2013,indie,False,Asia
537,Aserisoft,Australia,2017,indie,False,Oceania
538,Ash K,France,1997,indie,False,Europe
539,Ashley H.,USA,1982,indie,False,America
540,Askip Studio,USA,2021,indie,False,America
541,Aslan Game Studio,USA,1989,mid,False,America
542,Asocial Guarantee,Australia,2003,indie,False,Oceania
543,Aspyr (Linux),Poland,2011,mid,False,Europe
544,Aspyr (Mac),USA,2005,mid,False,America
545,Assemble Entertainment,Japan,2012,aaa,False,Asia
546,Asset Flip Studio,UK,2015,mid,False,Europe
547,Association K-D Lab,Sweden,1982,mid,False,Europe
548,Asteristic Game Studio,Poland,2013,indie,False,Europe
549,Astero,USA,2013,indie,False,America
550,Astra Games,USA,2004,indie,False,America
551,Astrasoft,Sweden,1994,indie,False,Europe
552,Astrea,USA,1994,mid,False,America
553,AstroChimps Games,USA,2004,indie,False,America
554,AstroMonkey,Germany,1985,indie,False,Europe
555,Astrolabe Games,UK,1980,indie,False,Europe
556,Astroreef,Germany,2019,indie,False,Europe
557,Astrosimer,UK,2011,indie,False,Europe
